indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8,indicator9,indicator10,indicator11,indicator12,indicator13,indicator14,indicator15,indicator16,indicator17,indicator18,indicator19,indicator20,indicator21,indicator22,indicator23,indicator24,indicator25,indicator26,indicator27,indicator28,indicator29,indicator30,indicator31,indicator32,indicator33,indicator34,indicator35,indicator36,indicator37,indicator38,indicator39,indicator40,indicator41,indicator42,indicator43,indicator44,indicator45,indicator46,indicator47,indicator48,indicator49,indicator50,indicator51,indicator52,indicator53,indicator54,indicator55,indicator56,indicator57,indicator58,indicator59,indicator60,indicator61,indicator62,indicator63,indicator64,indicator65,indicator66,indicator67,indicator68,indicator69,indicator70,indicator71,indicator72,indicator73,indicator74,indicator75,indicator76,indicator77,indicator78,indicator79,indicator80,indicator81,indicator82,indicator83,indicator84,indicator85,indicator86,indicator87,indicator88,indicator89,indicator90,indicator91,indicator92,indicator93,indicator94,indicator95,indicator96,indicator97,indicator98,indicator99,indicator100,indicator101,indicator102,indicator103,indicator104,indicator105,indicator106,indicator107,indicator108,midPrice,UpdateTime,UpdateMillisec,LastPrice,Volume,LastVolume,Turnover,LastTurnover,AskPrice5,AskPrice4,AskPrice3,AskPrice2,AskPrice1,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,AskVolume5,AskVolume4,AskVolume3,AskVolume2,AskVolume1,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,OpenInterest,UpperLimitPrice,LowerLimitPrice
1.00009,-0.918367,-5052.86,-0.204082,0.000178041,1,0.999524,0.5,0,0.000351617,1.00009,0,0,0.102041,1,-10,0.200993,0,0,1.00009,0,0,0.0510204,3,-19,0.0513745,0,0,1.00016,-0.000178126,-6.67973e-005,0.382653,-0.466667,-3.4,0.00500557,0.000178126,0,1.00021,-0.000178126,-0.000122462,0.306122,-0.333333,-4,0.000882189,0.000178126,0,1.00027,-0.000356252,-0.000180909,0.293367,-0.304348,-4.13043,0.0439063,0.000356252,0,1.00029,-0.000267189,-0.000203175,0.376276,-0.457627,-3.44068,0.0658541,0.000356252,0,1.00026,-0.000356252,-0.000171168,0.588329,-0.653117,-2.56098,0.0329271,0.000356252,0,1.00053,-0.00124688,-0.000440097,0.48868,-0.582382,-2.87928,0.0188155,0.00124688,0,0.431579,0.242105,0.242105,0.0210526,0.0631579,0.235294,0.345588,0.198529,0.0514706,0.169118,0.499998,0.249999,1.87499,1.49999,1.43749,1.84374,2.8828,2.40233,-8.90631e-005,-8.90631e-005,7.7188e-005,0.000103907,0.000127786,0.000170578,0.000141198,0.000352329,5614.5,09:04:22,758,5614,5744,2,3.22957e+008,112280,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,41,32,47,27,7,23,89350,5869,5311
1.00009,-1.02041,-5625.71,0,0.000178042,1,0.999529,0.5,0,0,1.00009,0,0,0.102041,-1,-11,0.200993,0,0,1.00009,0,0,0.0510204,-1,-21,0.0513745,0,0,1.00013,-0.000178126,-4.45315e-005,0.382653,-1,-3.66667,0.00333705,0.000178126,0,1.0002,-0.000178126,-0.000111329,0.306122,-1,-4.33333,0.000588126,0.000178126,0,1.00026,-0.000356252,-0.000169776,0.293367,-1,-4.47826,0.0292708,0.000356252,0,1.00029,-0.000267189,-0.000199,0.376276,-1,-3.71186,0.0439028,0.000356252,0,1.00026,-0.000356252,-0.000168385,0.58514,-1,-2.74387,0.0219514,0.000356252,0,1.00052,-0.00124688,-0.000435226,0.48868,-1,-3.08809,0.0125436,0.00124688,0,0.4375,0.239583,0.239583,0.0208333,0.0625,0.235294,0.345588,0.198529,0.0514706,0.169118,100000,50000,375000,300000,287500,368750,573438,484375,-9.4063e-005,-9.4063e-005,7.68546e-005,0.000103699,0.000127677,0.000170536,0.000139527,0.000352321,5614.5,09:04:23,105,5614,5744,0,3.22957e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,42,32,47,27,7,23,89350,5869,5311
1.00009,-1.02041,-5625.71,0,0.000178043,1,0.999533,0.5,0,0,1.00009,0,0,0,0,0,0.200993,0,0,1.00009,0,0,0.0510204,-1,-21,0.0513745,0,0,1.00011,-0.000178126,-2.22658e-005,0.382653,-1,-3.66667,0.0022247,0.000178126,0,1.00019,-0.000178126,-0.000100196,0.306122,-1,-4.33333,0.000392084,0.000178126,0,1.00025,-0.000356252,-0.000158644,0.293367,-1,-4.47826,0.0195139,0.000356252,0,1.00028,-0.000267189,-0.000194825,0.376276,-1,-3.71186,0.0292685,0.000356252,0,1.00025,-0.000356252,-0.000165602,0.58514,-1,-2.74387,0.0146343,0.000356252,0,1.00052,-0.00124688,-0.000430355,0.48868,-1,-3.08809,0.00836243,0.00124688,0,0.4375,0.239583,0.239583,0.0208333,0.0625,0.235294,0.345588,0.198529,0.0514706,0.169118,0,50000,375000,300000,287500,368750,573438,481250,-1.00009,-9.4063e-005,7.68546e-005,0.000103699,0.000127677,0.000170536,0.000139527,0.000352321,5614.5,09:04:23,245,5614,5744,0,3.22957e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,42,32,47,27,7,23,89350,5869,5311
0.999911,-0.918367,-5053.78,0.204082,0.000178044,1,0.999716,0.5,0,0.000351617,0.999911,0,0,0.102041,1,-10,0.200993,0,0,0.999911,0,0,0.102041,1,-10,0.0513745,0,0,0.999911,-0.000178094,0,0.408163,-0.5,-3.25,0.0022247,0,0,1,-0.000178094,-8.90472e-005,0.267857,-0.238095,-4.42857,0.000261389,0.000178094,0,1.00006,-0.000356189,-0.000147484,0.299745,-0.319149,-4.06383,0.0130093,0.000356189,0,1.0001,-0.000267142,-0.000190617,0.379464,-0.462185,-3.42017,0.0195123,0.000356189,0,1.00007,-0.000356189,-0.000162789,0.586735,-0.652174,-2.56522,0.00975617,0.000356189,0,1.00034,-0.00124666,-0.000425409,0.487883,-0.581699,-2.88235,0.00557495,0.00124666,0,0.431579,0.242105,0.242105,0.0210526,0.0631579,0.235294,0.345588,0.198529,0.0514706,0.169118,0.499998,0.499998,1.99999,1.31249,1.46874,1.85937,2.87499,2.39061,8.90472e-005,0,7.79163e-005,0.000106009,0.00012694,0.000169863,0.000139378,0.000349205,5614.5,09:04:23,936,5615,5746,2,3.23069e+008,112300,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,41,32,47,27,7,23,89350,5869,5311
0.999911,-0.510204,-2761.94,0.816327,0.000178045,1,0.99972,1,0.816327,0.00140746,0.999911,0,0,0.510204,0.6,-2,0.200993,0,0,0.999911,0,0,0.255102,2.2,-3,0.0513745,0,0,0.999911,0,0,0.153061,4.33333,-4.33333,0.0022247,0,0,0.999989,-0.000178094,-7.79163e-005,0.293367,1.78261,-2.73913,0.00017426,0.000178094,0,1.00005,-0.000356189,-0.000136354,0.318878,1.56,-2.6,0.00867284,0.000356189,0,1.0001,-0.000267142,-0.000186443,0.385842,1.1157,-2.32231,0.0130082,0.000356189,0,1.00007,-0.000356189,-0.000160007,0.593112,0.376344,-1.86022,0.00650411,0.000356189,0,1.00033,-0.00124666,-0.000420539,0.491071,0.662338,-2.03896,0.00371664,0.00124666,0,0.406593,0.252747,0.252747,0.021978,0.0659341,0.235294,0.345588,0.198529,0.0514706,0.169118,0.624999,0.3125,0.1875,0.359375,0.390625,0.472656,0.726562,0.602538,8.90472e-005,8.90472e-005,5.93648e-005,0.000104534,0.000121104,0.000168527,0.000138837,0.000347515,5614.5,09:04:24,160,5615,5754,8,3.23518e+008,449200,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,37,32,47,27,7,23,89358,5869,5311
0.999911,0.204082,1248.78,1.42857,0.000178045,1,0.999724,0.5,0,0.00246609,0.999911,0,0,1.12245,0.272727,-0.818182,0.200993,0,0,0.999911,0,0,0.612245,1.33333,-0.666667,0.0513745,0,0,0.999911,0,0,0.331633,3.30769,-0.384615,0.0022247,0,0,0.999978,-0.000178094,-6.67854e-005,0.382653,2.73333,-0.466667,0.000116173,0.000178094,0,1.00004,-0.000356189,-0.000125223,0.357143,3,-0.428571,0.0057819,0.000267142,0,1.00009,-0.000267142,-0.000182268,0.408163,2.5,-0.5,0.00867215,0.000356189,0,1.00007,-0.000356189,-0.000157224,0.593112,1.4086,-0.655914,0.00433608,0.000356189,0,1.00033,-0.00124666,-0.00041567,0.496652,1.8764,-0.589085,0.00247776,0.00124666,0,0.357143,0.27381,0.27381,0.0238095,0.0714286,0.235294,0.345588,0.198529,0.0514706,0.169118,0.785714,0.428571,0.232143,0.267857,0.25,0.285714,0.415178,0.347656,8.90472e-005,8.90472e-005,7.53476e-005,0.00010092,0.000114489,0.000164181,0.000134528,0.000344611,5614.5,09:04:24,195,5615,5768,14,3.24304e+008,786100,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,30,32,47,27,7,23,89358,5869,5311
0.999911,0.306122,1821.73,0,0.000178046,1,0.999727,0.5,0,0,0.999911,0,0,0.714286,-1,-0.571429,0.200993,0,0,0.999911,0,0,0.612245,-1,-0.5,0.0513745,0,0,0.999911,0,0,0.331633,-1,-0.0769231,0.0022247,0,0,0.999967,-0.000178094,-5.56545e-005,0.382653,-1,-0.2,7.74487e-005,0.000178094,0,1.00003,-0.000267142,-0.000116874,0.350765,-1,-0.127273,0.0038546,0.000178094,0,1.00009,-0.000356189,-0.000176703,0.408163,-1,-0.25,0.00578143,0.000356189,0,1.00007,-0.000356189,-0.000154441,0.593112,-1,-0.483871,0.00289072,0.000356189,0,1.00032,-0.00124666,-0.0004108,0.495855,-1,-0.382637,0.00165184,0.00124666,0,0.357143,0.27381,0.27381,0.0238095,0.0714286,0.240876,0.343066,0.19708,0.0510949,0.167883,700000,600000,325000,375000,343750,400000,581250,485937,8.83329e-005,8.86305e-005,7.4963e-005,0.000100753,0.000111623,0.000164142,0.000134515,0.00034301,5614.5,09:04:24,659,5615,5768,0,3.24304e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,30,33,47,27,7,23,89358,5869,5311
0.999911,0.408163,2394.69,0.204082,0.000178046,1,0.999731,0.5,0,0.000352299,0.999911,0,0,0.102041,1,3,0.200993,0,0,0.999911,0,0,0.612245,-0.666667,-0.333333,0.0513745,0,0,0.999911,0,0,0.357143,-0.428571,0.142857,0.0022247,0,0,0.999955,-0.000178094,-4.45236e-005,0.395408,-0.483871,0.0322581,5.16325e-005,0.000178094,0,1.00002,-0.000178094,-0.000111309,0.357143,-0.428571,0.142857,0.00256973,0.000178094,0,1.00008,-0.000356189,-0.000171138,0.411352,-0.503876,-0.00775194,0.00385429,0.000356189,0,1.00006,-0.000356189,-0.000151659,0.575574,-0.645429,-0.290859,0.00192714,0.000356189,0,1.00032,-0.00124666,-0.00040593,0.496652,-0.589085,-0.17817,0.00110123,0.00124666,0,0.349398,0.277108,0.277108,0.0240964,0.0722892,0.240876,0.343066,0.19708,0.0510949,0.167883,0.499998,2.99999,1.74999,1.93749,1.74999,2.01561,2.8203,2.43358,8.90472e-005,8.90472e-005,7.63262e-005,0.000100537,0.000111309,0.000163598,0.000129994,0.00034261,5614.5,09:04:25,419,5615,5770,2,3.24417e+008,112300,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,29,33,47,27,7,23,89358,5869,5311
0.999911,0.510204,2967.65,0.204082,0.000178047,1,0.999735,0.5,0,0.000352361,0.999911,0,0,0.204082,0,1.5,0.200993,0,0,0.999911,0,0,0.459184,-0.555556,0.111111,0.0513745,0,0,0.999911,0,0,0.357143,-0.428571,0.428571,0.0022247,0,0,0.999944,-0.000178094,-3.33927e-005,0.369898,-0.448276,0.37931,3.44216e-005,0.000178094,0,1.00002,-0.000178094,-0.000105744,0.28699,-0.288889,0.777778,0.00171315,0.000178094,0,1.00008,-0.000356189,-0.000165572,0.414541,-0.507692,0.230769,0.00256953,0.000356189,0,1.00006,-0.000356189,-0.000148876,0.561224,-0.636364,-0.0909091,0.00128476,0.000356189,0,1.00031,-0.00124666,-0.00040106,0.496652,-0.589085,0.0272873,0.00073415,0.00124666,0,0.341463,0.280488,0.280488,0.0243902,0.0731707,0.240876,0.343066,0.19708,0.0510949,0.167883,0.999995,2.24999,1.74999,1.81249,1.40624,2.03124,2.74999,2.47655,8.90472e-005,8.90472e-005,8.90472e-005,8.2906e-005,0.000116751,0.000163025,0.000125982,0.000340895,5614.5,09:04:25,445,5615,5772,2,3.24529e+008,112300,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,28,33,47,27,7,23,89358,5869,5311
0.999911,0.625,3614.38,0.208333,0.000178048,1,0.999738,0.5,0,0.000352423,0.999911,0,0,0.208333,0,2,0.200993,0,0,0.999911,0,0,0.15625,0.333333,3,0.0513745,0,0,0.999911,0,0,0.390625,-0.466667,0.6,0.0022247,0,0,0.999933,-0.000178094,-2.22618e-005,0.390625,-0.466667,0.6,2.29478e-005,0.000178094,0,1.00001,-0.000178094,-0.000100178,0.292969,-0.288889,1.13333,0.0011421,0.000178094,0,1.00007,-0.000356189,-0.000160007,0.426432,-0.51145,0.465649,0.00171302,0.000356189,0,1.00006,-0.000356189,-0.000146093,0.572917,-0.636364,0.0909091,0.000856509,0.000356189,0,1.00031,-0.00124666,-0.00039619,0.506185,-0.588424,0.234727,0.000489434,0.00124666,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.240876,0.343066,0.19708,0.0510949,0.167883,0.999995,0.749996,1.87499,1.87499,1.40624,2.04686,2.74999,2.42968,8.90472e-005,8.90472e-005,8.90472e-005,8.31107e-005,0.000116751,0.00016246,0.000125476,0.000337864,5614.5,09:04:25,754,5615,5774,2,3.24641e+008,112300,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,33,47,27,7,23,89358,5869,5311
0.999911,0.625,3614.38,0,0.000178048,1,0.999741,0.5,0,0,0.999911,0,0,0.104167,-1,5,0.200993,0,0,0.999911,0,0,0.15625,-1,3,0.0513745,0,0,0.999911,0,0,0.390625,-1,0.6,0.0022247,0,0,0.999922,-0.000178094,-1.11309e-005,0.390625,-1,0.6,1.52985e-005,0.000178094,0,1.00001,-0.000178094,-9.46126e-005,0.292969,-1,1.13333,0.000761402,0.000178094,0,1.00007,-0.000356189,-0.000154441,0.423177,-1,0.476923,0.00114201,0.000356189,0,1.00005,-0.000356189,-0.00014331,0.533854,-1,0.170732,0.000571006,0.000356189,0,1.0003,-0.00124666,-0.000391321,0.505371,-1,0.236715,0.000326289,0.00124666,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.240876,0.343066,0.19708,0.0510949,0.167883,100000,150000,375000,375000,281250,406250,512500,485156,8.40472e-005,8.73805e-005,8.87139e-005,8.2944e-005,0.00011664,0.000160246,0.000115095,0.000336536,5614.5,09:04:26,41,5615,5774,0,3.24641e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,33,47,27,7,23,89358,5869,5311
1.00009,-0.294118,-1552.35,-1.96078,0.000178049,1,0.999566,0.3,-0.784314,0.00352983,1.00009,0,0,0.980392,1,-1.3,0.200993,0,0,1.00009,0,0,0.588235,2.33333,-1.5,0.0513745,0,0,1.00009,0,0,0.588235,2.33333,-1.5,0.0022247,0,0,1.00009,-0.000178126,0,0.490196,3,-1.6,1.52985e-005,0,0,1.00018,-0.000178126,-8.90631e-005,0.33701,4.81818,-1.87273,0.000507601,0.000178126,0,1.00024,-0.000356252,-0.000148902,0.428922,3.57143,-1.68571,0.000761341,0.000356252,0,1.00023,-0.000356252,-0.000140553,0.508578,2.85542,-1.57831,0.000380671,0.000356252,0,1.00048,-0.00124688,-0.00038652,0.481005,3.07643,-1.61146,0.000217526,0.00124688,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.1875,0.367188,0.210938,0.0546875,0.179688,0.5,0.3,0.3,0.25,0.171875,0.21875,0.259375,0.245312,-8.90631e-005,-5.93754e-005,1.48438e-005,4.00784e-005,7.93471e-005,0.000142501,0.000106232,0.000325903,5614.5,09:04:26,372,5614,5794,20,3.25764e+008,1.1228e+006,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,24,47,27,7,23,89350,5869,5311
1.00009,-0.392157,-2102.75,0,0.000178049,1,0.999569,0.5,0,0,1.00009,0,0,0.980392,-1,-1.4,0.200993,0,0,1.00009,0,0,0.539216,-1,-1.72727,0.0513745,0,0,1.00009,0,0,0.490196,-1,-1.8,0.0022247,0,0,1.00009,0,0,0.318627,-1,-2.23077,1.52985e-005,0,0,1.00017,-0.000178126,-8.34966e-005,0.33701,-1,-2.16364,0.000338401,0.000178126,0,1.00023,-0.000356252,-0.000143336,0.422794,-1,-1.92754,0.000507561,0.000356252,0,1.00023,-0.000356252,-0.000137769,0.490196,-1,-1.8,0.00025378,0.000356252,0,1.00047,-0.00124688,-0.000381649,0.479473,-1,-1.81789,0.000145017,0.00124688,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.181102,0.370079,0.212598,0.0551181,0.181102,1e+006,550000,500000,325000,343750,431250,500000,489062,-8.95631e-005,-7.33243e-005,-2.50022e-007,1.35097e-005,7.92562e-005,0.000138076,0.00010018,0.000323237,5614.5,09:04:26,587,5614,5794,0,3.25764e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,23,47,27,7,23,89350,5869,5311
1.00009,-0.392157,-2102.75,0,0.00017805,1,0.999572,0.5,0,0,1.00009,0,0,0,0,0,0.200993,0,0,1.00009,0,0,0.490196,-1,-1.8,0.0513745,0,0,1.00009,0,0,0.318627,-1,-2.23077,0.0022247,0,0,1.00009,0,0,0.318627,-1,-2.23077,1.52985e-005,0,0,1.00017,-0.000178126,-7.79302e-005,0.33701,-1,-2.16364,0.000225601,0.000178126,0,1.00023,-0.000356252,-0.000137769,0.41973,-1,-1.93431,0.000338374,0.000356252,0,1.00022,-0.000356252,-0.000134986,0.484069,-1,-1.81013,0.000169187,0.000356252,0,1.00047,-0.00124688,-0.000376778,0.479473,-1,-1.81789,9.66782e-005,0.00124688,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.181102,0.370079,0.212598,0.0551181,0.181102,0,500000,325000,325000,343750,428125,493750,489062,-1.00009,-8.95631e-005,-4.83417e-005,1.35097e-005,7.92562e-005,0.000137134,9.80663e-005,0.000323237,5614.5,09:04:26,907,5614,5794,0,3.25764e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,23,47,27,7,23,89350,5869,5311
1.00009,-0.392157,-2102.94,0,0.00017805,1,0.999575,0.5,0,0,1.00009,0,0,0,0,0,0.200993,0,0,1.00009,0,0,0.490196,-1,-1.8,0.0513745,0,0,1.00009,0,0,0.318627,-1,-2.23077,0.0022247,0,0,1.00009,0,0,0.318627,-1,-2.23077,1.52985e-005,0,0,1.00016,-0.000178126,-7.23637e-005,0.33701,-1,-2.16364,0.0001504,0.000178126,0,1.00022,-0.000178126,-0.000134986,0.398284,-1,-1.98462,0.000225583,0.000356252,0,1.00022,-0.000356252,-0.000132203,0.482537,-1,-1.8127,0.000112791,0.000356252,0,1.00046,-0.00124688,-0.000371908,0.471814,-1,-1.83117,6.44522e-005,0.00124688,0,0.333333,0.283951,0.283951,0.0246914,0.0740741,0.18254,0.365079,0.214286,0.0555556,0.18254,0,500000,325000,325000,343750,406250,492187,482812,-1.00009,-8.95631e-005,-4.83417e-005,1.35097e-005,7.92562e-005,0.000130131,9.69639e-005,0.000308243,5614.5,09:04:27,15,5614,5794,0,3.25764e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,27,23,46,27,7,23,89350,5869,5311
1.00009,-0.0980392,-451.765,0.588235,0.000178051,1.00014,0.999578,0.5,0,0.00176678,1.00009,0,0,0.490196,1,-1.2,0.200993,0,0,1.00009,0,0,0.245098,3,-1.4,0.0513745,0,0,1.00009,0,0,0.416667,1.35294,-1.23529,0.0022247,0,0,1.00009,0,0,0.379902,1.58065,-1.25806,1.52985e-005,0,0,1.00016,-0.000178126,-6.67973e-005,0.330882,1.96296,-1.2963,0.000100267,0.000178126,0,1.00022,-0.000178126,-0.000132203,0.395221,1.48062,-1.24806,0.000150388,0.000356252,0,1.00022,-0.000356252,-0.00012942,0.490196,1,-1.2,7.51942e-005,0.000356252,0,1.00046,-0.00124688,-0.000367037,0.475643,1.06119,-1.20612,4.29681e-005,0.00106876,0,0.298701,0.298701,0.298701,0.025974,0.0779221,0.176,0.368,0.216,0.056,0.184,0.5,0.25,0.425,0.3875,0.3375,0.403125,0.5,0.485156,5.34378e-005,5.34378e-005,-2.6195e-005,2.0111e-005,5.93754e-005,0.000120822,9.62994e-005,0.000306199,5614.5,09:04:27,592,5614,5804,10,3.26325e+008,561480,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,23,22,46,27,7,23,89350,5869,5311
1.00009,-0.0980392,-451.765,0,0.000178052,1.00014,0.999581,0.5,0,0,1.00009,0,0,0.490196,-1,-1.2,0.200993,0,0,1.00009,0,0,0.245098,-1,-1.4,0.0513745,0,0,1.00009,0,0,0.392157,-1,-1.25,0.0022247,0,0,1.00009,0,0,0.367647,-1,-1.26667,1.52985e-005,0,0,1.00015,-0.000178126,-6.12309e-005,0.330882,-1,-1.2963,6.68446e-005,0.000178126,0,1.00022,-0.000178126,-0.00012942,0.395221,-1,-1.24806,0.000100259,0.000356252,0,1.00022,-0.000178126,-0.000128028,0.46875,-1,-1.20915,5.01295e-005,0.000356252,0,1.00045,-0.00106876,-0.000362862,0.47258,-1,-1.20746,2.86454e-005,0.00106876,0,0.298701,0.298701,0.298701,0.025974,0.0779221,0.176,0.368,0.216,0.056,0.184,500000,250000,400000,375000,337500,403125,478125,482031,5.24377e-005,5.24377e-005,-3.37112e-005,2.35835e-005,5.92828e-005,0.000120783,8.84646e-005,0.00030067,5614.5,09:04:27,867,5614,5804,0,3.26325e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,23,22,46,27,7,23,89350,5869,5311
1.00009,-0.0980392,-428.235,0,0.000178052,1.00014,0.999584,0.5,0,0,1.00009,0,0,0,0,0,0.200993,0,0,1.00009,0,0,0.245098,-1,-1.4,0.0513745,0,0,1.00009,0,0,0.367647,-1,-1.26667,0.0022247,0,0,1.00009,0,0,0.367647,-1,-1.26667,1.52985e-005,0,0,1.00014,-0.000178126,-5.56644e-005,0.330882,-1,-1.2963,4.45631e-005,0.000178126,0,1.00022,-0.000178126,-0.000126637,0.395221,-1,-1.24806,6.68393e-005,0.000356252,0,1.00022,-0.000178126,-0.000126637,0.46875,-1,-1.20915,3.34196e-005,0.000356252,0,1.00045,-0.00106876,-0.000358688,0.47258,-1,-1.20746,1.90969e-005,0.00106876,0,0.298701,0.298701,0.298701,0.025974,0.0779221,0.174603,0.365079,0.222222,0.0555556,0.18254,0,250000,375000,375000,337500,403125,478125,482031,-1.00009,5.24377e-005,-4.18961e-005,2.35835e-005,5.92828e-005,0.000120783,8.84646e-005,0.00030067,5614.5,09:04:28,168,5614,5804,0,3.26325e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,23,22,46,28,7,23,89350,5869,5311
1.00009,-0.0980392,-428.235,0,0.000178053,1.00014,0.999587,0.5,0,0,1.00009,0,0,0,0,0,0.200993,0,0,1.00009,0,0,0.245098,-1,-1.4,0.0513745,0,0,1.00009,0,0,0.367647,-1,-1.26667,0.0022247,0,0,1.00009,0,0,0.367647,-1,-1.26667,1.52985e-005,0,0,1.00014,-0.000178126,-5.0098e-005,0.330882,-1,-1.2963,2.97087e-005,0.000178126,0,1.00021,-0.000178126,-0.000123853,0.395221,-1,-1.24806,4.45595e-005,0.000356252,0,1.00021,-0.000178126,-0.000125245,0.46875,-1,-1.20915,2.22798e-005,0.000356252,0,1.00044,-0.00106876,-0.000354513,0.471814,-1,-1.20779,1.27313e-005,0.00106876,0,0.298701,0.298701,0.298701,0.025974,0.0779221,0.192982,0.403509,0.245614,0.0614035,0.0964912,0,250000,375000,375000,337500,403125,478125,481250,-1.00009,5.24377e-005,-4.18961e-005,2.35835e-005,5.92828e-005,0.000120783,8.84646e-005,0.000299568,5614.5,09:04:29,128,5614,5804,0,3.26325e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,23,22,46,28,7,11,89350,5869,5311
1.00009,-0.392157,-2079.41,-0.588235,0.000178053,1,0.99959,0.333333,-0.196078,0.00106063,1.00009,0,0,0.294118,1,-2.33333,0.200993,0,0,1.00009,0,0,0.147059,3,-3.66667,0.0513745,0,0,1.00009,0,0,0.196078,2,-3,0.0022247,0,0,1.00009,0,0,0.392157,0.5,-2,1.52985e-005,0,0,1.00013,-0.000178126,-4.45315e-005,0.324755,0.811321,-2.20755,1.98058e-005,0.000178126,0,1.00021,-0.000178126,-0.00012107,0.401348,0.465649,-1.9771,2.97063e-005,0.000356252,0,1.00021,-0.000178126,-0.000123853,0.471814,0.246753,-1.83117,1.48532e-005,0.000356252,0,1.00044,-0.00106876,-0.000350338,0.474112,0.240711,-1.82714,8.48753e-006,0.00106876,0,0.298701,0.298701,0.298701,0.025974,0.0779221,0.171171,0.414414,0.252252,0.0630631,0.0990991,0.499999,0.25,0.333333,0.666666,0.552082,0.682291,0.802082,0.805988,-8.90631e-005,-8.90631e-005,0,1.11329e-005,4.87326e-005,0.000114898,8.61714e-005,0.000297692,5614.5,09:04:29,592,5614,5810,6,3.26662e+008,336840,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,23,23,19,46,28,7,11,89348,5869,5311
1.00009,-0.392157,121.961,0,0.000178054,1,0.999593,0.5,0,0,1.00009,0,0,0.294118,-1,-2.33333,0.200993,0,0,1.00009,0,0,0.147059,-1,-3.66667,0.0513745,0,0,1.00009,0,0,0.196078,-1,-3,0.0022247,0,0,1.00009,0,0,0.343137,-1,-2.14286,1.52985e-005,0,0,1.00013,-0.000178126,-3.89651e-005,0.3125,-1,-2.2549,1.32039e-005,0.000178126,0,1.00021,-0.000178126,-0.000118287,0.401348,-1,-1.9771,1.98042e-005,0.000356252,0,1.00021,-0.000178126,-0.000122462,0.471814,-1,-1.83117,9.90211e-006,0.000356252,0,1.00044,-0.00106876,-0.000346163,0.473346,-1,-1.82848,5.65835e-006,0.000890631,0,0.294872,0.307692,0.294872,0.025641,0.0769231,0.171171,0.414414,0.252252,0.0630631,0.0990991,300000,150000,200000,350000,318750,409375,481250,482812,-9.07297e-005,-9.07297e-005,-6.25055e-007,-1.78587e-007,4.7053e-005,0.00011486,8.61552e-005,0.000296292,5614.5,09:04:29,719,5614,5810,0,3.26662e+008,0,5619,5618,5617,5616,5615,5614,5613,5612,5611,5610,6,2,23,24,23,19,46,28,7,11,89348,5869,5311
