indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8,indicator9,indicator10,indicator11,indicator12,indicator13,indicator14,indicator15,indicator16,indicator17,indicator18,indicator19,indicator20,indicator21,indicator22,indicator23,indicator24,indicator25,indicator26,indicator27,indicator28,indicator29,indicator30,indicator31,indicator32,indicator33,indicator34,indicator35,indicator36,indicator37,indicator38,indicator39,indicator40,indicator41,indicator42,indicator43,indicator44,indicator45,indicator46,indicator47,indicator48,indicator49,indicator50,indicator51,indicator52,indicator53,indicator54,indicator55,indicator56,indicator57,indicator58,indicator59,indicator60,indicator61,indicator62,indicator63,indicator64,indicator65,indicator66,indicator67,indicator68,indicator69,indicator70,indicator71,indicator72,indicator73,indicator74,indicator75,indicator76,indicator77,indicator78,indicator79,indicator80,indicator81,indicator82,indicator83,indicator84,indicator85,indicator86,indicator87,indicator88,indicator89,indicator90,indicator91,indicator92,indicator93,indicator94,indicator95,indicator96,indicator97,indicator98,indicator99,indicator100,indicator101,indicator102,indicator103,indicator104,indicator105,indicator106,indicator107,indicator108,midPrice,UpdateTime,UpdateMillisec,LastPrice,Volume,LastVolume,Turnover,LastTurnover,AskPrice5,AskPrice4,AskPrice3,AskPrice2,AskPrice1,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,AskVolume5,AskVolume4,AskVolume3,AskVolume2,AskVolume1,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,OpenInterest,UpperLimitPrice,LowerLimitPrice
0.999911,1.79795,10127.9,4.28082,0.000533441,0.999851,0.999668,0.06,-3.76712,0.00884956,0.999822,0.000177873,8.89363e-005,3.08219,0.388889,-0.416667,0.839619,0,0.000177873,0.999778,0.000177873,0.000133404,1.71233,1.5,0.05,0.966079,0,0.000177873,0.999755,0.000177873,0.000155639,1.32705,2.22581,0.354839,0.998729,0,0.000177873,0.999689,0.000355745,0.000222341,0.717038,4.97015,1.50746,0.999926,0,0.000355745,0.999555,0.000533618,0.000355745,0.67958,5.29921,1.64567,0.999962,0,0.000711491,0.999397,0.000533618,0.000514163,0.695634,5.15385,1.58462,0.994124,0,0.000889363,0.999728,-0.000355745,0.000182736,0.812018,4.27183,1.21417,0.581358,0.000355745,0.000889363,1.00035,-0.00106724,-0.000441555,0.816701,4.24161,1.20147,0.246947,0.00222341,0.000889363,0.0833333,0.645833,0.229167,0.0208333,0.0208333,0.301205,0.325301,0.144578,0.168675,0.060241,0.72,0.4,0.31,0.1675,0.15875,0.1625,0.189687,0.192031,-6.91727e-005,-7.11491e-005,-0.00010615,-0.000120794,-0.000328434,-0.000478204,-0.000250399,0.000427055,5621.5,09:01:18,939,5622,3544,50,1.99354e+008,2.81058e+006,5627,5626,5625,5624,5623,5620,5619,5618,5617,5616,1,1,11,31,4,25,27,12,14,5,89348,5869,5311
1,0.551471,3474.45,0,0.000355628,0.999851,0.999669,0.5,0,0,0.999956,0.000266809,4.44682e-005,2.29779,-1,-0.76,0.893079,0,8.89363e-005,0.999844,0.000266809,0.000155639,1.83824,-1,-0.7,0.977386,0,0.000266809,0.999789,0.000266809,0.000211224,1.28676,-1,-0.571429,0.999152,0,0.000266809,0.999717,0.000444682,0.000283485,0.758272,-1,-0.272727,0.99995,0,0.000444682,0.999575,0.000622554,0.000425227,0.723805,-1,-0.238095,0.999975,0,0.000800427,0.999407,0.000622554,0.000593372,0.743911,-1,-0.258687,0.996083,0,0.0009783,0.999726,-0.000266809,0.000273757,0.843003,-1,-0.345826,0.649477,0.000266809,0.0009783,1.00035,-0.0009783,-0.000348797,0.876752,-1,-0.371007,0.269393,0.00213447,0.0009783,0.0851064,0.659574,0.212766,0.0212766,0.0212766,0.11236,0.292135,0.303371,0.134831,0.157303,2.5e+006,2e+006,1.4e+006,825000,787500,809375,917187,955469,-0.000149613,-0.00016021,-0.000177962,-0.000204899,-0.000415076,-0.000567289,-0.000356966,0.000338114,5622,09:01:19,113,5622,3544,0,1.99354e+008,0,5627,5626,5625,5624,5623,5621,5620,5619,5618,5617,1,1,10,31,4,10,26,27,12,14,89348,5869,5311
1.00009,-2.48162,-13402.7,0.735294,0.000177814,1,0.999848,0.875,0.551471,0.00141393,0.999956,0.000355682,0.000133381,0.367647,1,-7.75,0.92872,0,0.000266762,0.9998,0.000533523,0.000288992,1.83824,-0.6,-2.35,0.984924,0,0.000533523,0.999678,0.000533523,0.000411257,1.1489,-0.36,-3.16,0.999435,0,0.000533523,0.999583,0.000711364,0.000505735,0.804228,-0.0857143,-4.08571,0.999967,0,0.000711364,0.999425,0.000889205,0.000664125,0.718061,0.024,-4.456,0.999983,0,0.00106705,0.999243,0.000889205,0.000846134,0.749655,-0.0191571,-4.31034,0.997389,0,0.00124489,0.999548,0,0.00054047,0.847312,-0.132203,-3.92881,0.766318,0,0.00124489,1.00017,-0.000711364,-7.91948e-005,0.878906,-0.163399,-3.82353,0.312929,0.00186733,0.00124489,0.688889,0.222222,0.0222222,0.0222222,0.0444444,0.0506329,0.126582,0.329114,0.341772,0.151899,0.499999,2.5,1.5625,1.09375,0.976561,1.01953,1.15234,1.19531,-8.89205e-005,-0.00039125,-0.000401921,-0.000449684,-0.000652321,-0.000821407,-0.000621238,7.01775e-005,5623.5,09:01:19,204,5623,3552,8,1.99804e+008,449840,5628,5627,5626,5625,5624,5623,5621,5620,5619,5618,2,1,1,10,31,4,10,26,27,12,89354,5869,5311
1.00009,-2.66544,-14437.4,-0.367647,0.000177814,1,0.999849,0.5,0,0.000707089,1.00009,0.000266762,0,0.551471,-0.333333,-5.83333,0.92872,0,0,0.999933,0.000533523,0.000155611,1.42463,-0.741935,-2.87097,0.989949,0,0.000355682,0.999744,0.000533523,0.000344567,1.05699,-0.652174,-3.52174,0.999623,0,0.000533523,0.999628,0.000711364,0.000461275,0.827206,-0.555556,-4.22222,0.999978,0,0.000711364,0.999453,0.000889205,0.000636337,0.712316,-0.483871,-4.74194,0.999989,0,0.00106705,0.999255,0.000800285,0.00083363,0.629021,-0.415525,-5.23744,0.998259,0,0.00124489,0.999548,0,0.00054047,0.848748,-0.566836,-4.14044,0.844212,0,0.00124489,1.00017,-0.000622444,-7.67634e-005,0.879624,-0.582041,-4.0302,0.341952,0.00186733,0.00124489,0.688889,0.222222,0.0222222,0.0222222,0.0444444,0.028169,0.056338,0.366197,0.380282,0.169014,1.5,3.87499,2.87499,2.24999,1.9375,1.71093,2.30859,2.39257,-8.89205e-005,-0.000352814,-0.000382745,-0.000439662,-0.000635351,-0.000817338,-0.000620638,6.94669e-005,5623.5,09:01:19,639,5623,3556,4,2.00029e+008,224920,5628,5627,5626,5625,5624,5623,5621,5620,5619,5618,2,1,1,10,31,2,4,26,27,12,89354,5869,5311
1.00018,-0.0919118,78.0331,-0.919118,0.000355629,1.00014,0.999496,0.7,0.367647,0.00177715,1.00031,-0.000266856,-0.000133428,0.643382,0.428571,-1.14286,0.619146,0.000266856,0,1.00031,8.89521e-005,-0.000133428,0.505515,0.818182,-1.18182,0.659966,0.000266856,0,1.00013,0.000266856,4.44761e-005,1.17188,-0.215686,-1.07843,0.833082,0.000266856,0.000266856,1.00001,0.000444761,0.000166785,0.873162,0.0526316,-1.10526,0.874985,0.000266856,0.000444761,0.999828,0.000622665,0.000350249,0.741039,0.24031,-1.12403,0.916659,0.000266856,0.000800569,0.999623,0.000800569,0.000554561,0.626149,0.46789,-1.14679,0.927411,0.000266856,0.000978474,0.999902,-0.000266856,0.000275891,0.854492,0.0756303,-1.10756,0.824713,0.000266856,0.000978474,1.00052,-0.000889521,-0.000340172,0.882497,0.0414972,-1.10415,0.33273,0.00213485,0.000978474,0.0444444,0.688889,0.222222,0.0222222,0.0222222,0.0111111,0.288889,0.411111,0.133333,0.155556,0.699999,0.549999,1.275,0.949999,0.806249,0.681249,0.929687,0.960937,2.54149e-005,8.08656e-005,-0.000108138,-0.000161518,-0.000355809,-0.000535345,-0.000352221,0.00033453,5622,09:01:19,921,5621,3566,10,2.00591e+008,562180,5627,5626,5625,5624,5623,5621,5620,5619,5618,5617,1,1,10,31,2,1,26,37,12,14,89358,5869,5311
0.999911,0.275735,1898.62,0.183824,0.000177815,1,0.999854,0.5,0,0.000355366,0.999867,-0.000177841,4.44603e-005,0.551471,-0.666667,-0.5,0.746098,0,8.89205e-005,0.999978,8.89205e-005,-6.66904e-005,0.551471,-0.666667,-0.5,0.551089,0.000177841,8.89205e-005,0.999822,0.000355682,8.89205e-005,1.19485,-0.846154,-0.769231,0.77761,0.000177841,0.000355682,0.999689,0.000533523,0.000222301,0.884651,-0.792208,-0.688312,0.805546,0.000177841,0.000355682,0.999494,0.000711364,0.000416815,0.746783,-0.753846,-0.630769,0.888884,0.000177841,0.000889205,0.999282,0.000889205,0.00062939,0.629021,-0.707763,-0.561644,0.903988,0.000177841,0.00106705,0.999545,-0.000177841,0.000366102,0.855928,-0.785235,-0.677852,0.835523,0.000177841,0.00106705,1.00016,-0.000800285,-0.000248005,0.882497,-0.791701,-0.687551,0.336106,0.00204517,0.00106705,0.0227273,0.704545,0.227273,0.0227273,0.0227273,0.047619,0.0595238,0.309524,0.440476,0.142857,2.99999,2.99999,6.49997,4.81248,4.06248,3.42186,4.65623,4.80857,-8.89205e-005,0,-0.000191521,-0.000245975,-0.000440499,-0.000620819,-0.000440127,0.000244767,5622.5,09:01:20,128,5623,3568,2,2.00703e+008,112460,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,1,4,5,26,37,12,89358,5869,5311
0.999911,0.275735,1767,0,0.000177815,1,0.999856,0.5,0,0,0.999911,8.89205e-005,0,0.0919118,-1,2,0.746098,0,0,0.999933,-0.000177841,-2.22301e-005,0.367647,-1,-0.25,0.478503,0.000177841,8.89205e-005,0.999867,0.000355682,4.44603e-005,1.10294,-1,-0.75,0.740629,0.000177841,0.000355682,0.999711,0.000355682,0.000200071,0.850184,-1,-0.675676,0.759253,0.000177841,0.000355682,0.999516,0.000711364,0.000394585,0.741039,-1,-0.627907,0.870367,0.000177841,0.000889205,0.999296,0.000889205,0.000615497,0.623277,-1,-0.557604,0.888373,0.000177841,0.00106705,0.999544,-0.000177841,0.000367492,0.854492,-1,-0.677311,0.842729,0.000177841,0.00106705,1.00016,-0.000800285,-0.000244879,0.882497,-1,-0.687551,0.338356,0.00204517,0.00106705,0.0227273,0.704545,0.227273,0.0227273,0.0227273,0.0487805,0.109756,0.243902,0.45122,0.146341,100000,400000,1.2e+006,925000,806250,678125,929687,960937,8.39205e-005,-4.50852e-005,-0.000185355,-0.00023799,-0.000439127,-0.000619188,-0.000441024,0.000244762,5622.5,09:01:20,334,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,1,4,9,20,37,12,89358,5869,5311
0.999911,-0.459559,-2388.14,0,0.000177816,1,0.999858,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999889,-0.000177841,2.22301e-005,0.275735,-1,-2.66667,0.652336,0,8.89205e-005,0.999911,0.000355682,0,0.850184,-1,-1.54054,0.660419,0.000177841,0.000177841,0.999733,0.000355682,0.000177841,0.850184,-1,-1.54054,0.728391,0.000177841,0.000355682,0.999539,0.000711364,0.000372355,0.735294,-1,-1.625,0.858022,0.000177841,0.000889205,0.999309,0.000889205,0.000601603,0.617532,-1,-1.74419,0.877963,0.000177841,0.00106705,0.999542,-0.000177841,0.000368881,0.843003,-1,-1.54514,0.847534,0.000177841,0.00106705,1.00015,-0.000889205,-0.000241405,0.882497,-1,-1.52075,0.339857,0.00204517,0.00106705,0.173077,0.596154,0.192308,0.0192308,0.0192308,0.0449438,0.191011,0.213483,0.41573,0.134831,0,300000,925000,925000,800000,671875,917187,962500,-0.999911,-8.97537e-005,-0.000161153,-0.00023799,-0.000437695,-0.000615849,-0.000448247,0.000244762,5622.5,09:01:20,666,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,9,4,17,19,37,12,89358,5869,5311
0.999911,-0.459559,-2388.14,0,0.000177816,1,0.999861,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999911,8.89205e-005,0,0.0459559,-1,-11,0.652336,0,0,0.999933,0.000177841,-2.22301e-005,0.275735,-1,-2.66667,0.551391,0.000177841,8.89205e-005,0.999755,0.000355682,0.000155611,0.850184,-1,-1.54054,0.707816,0.000177841,0.000355682,0.999561,0.000711364,0.000350124,0.723805,-1,-1.63492,0.849793,0.000177841,0.000889205,0.999325,0.000978126,0.00058632,0.585938,-1,-1.78431,0.871023,0.000177841,0.00106705,0.999541,-0.000177841,0.000370271,0.841567,-1,-1.54608,0.850737,0.000177841,0.00106705,1.00015,-0.000711364,-0.000238627,0.881778,-1,-1.52117,0.340857,0.00204517,0.00106705,0.173077,0.596154,0.192308,0.0192308,0.0192308,0.0449438,0.191011,0.213483,0.41573,0.134831,0,50000,300000,925000,787500,637500,915625,960156,-0.999911,8.39205e-005,-4.16629e-007,-0.00023799,-0.000433351,-0.000594571,-0.000449467,0.00024431,5622.5,09:01:20,738,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,9,4,17,19,37,12,89358,5869,5311
0.999911,-0.459559,-2387.22,0,0.000177817,1,0.999864,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999911,0,0,0,0,0,0.652336,0,0,0.999944,8.89205e-005,-3.33452e-005,0.275735,-1,-2.66667,0.478705,0.000177841,8.89205e-005,0.999778,0.000355682,0.000133381,0.78125,-1,-1.58824,0.6941,0.000177841,0.000355682,0.999589,0.000889205,0.000322337,0.683594,-1,-1.67227,0.844306,0.000177841,0.000889205,0.999341,0.00106705,0.000569647,0.585938,-1,-1.78431,0.866396,0.000177841,0.00106705,0.999539,-0.000177841,0.00037166,0.841567,-1,-1.54608,0.852872,0.000177841,0.00106705,1.00015,-0.000711364,-0.000235848,0.880342,-1,-1.52202,0.341524,0.00204517,0.00106705,0.173077,0.596154,0.192308,0.0192308,0.0192308,0.0425532,0.234043,0.202128,0.393617,0.12766,0,0,300000,850000,743750,637500,915625,960937,-0.999911,-0.999911,-4.16629e-007,-0.000219759,-0.000411766,-0.000594571,-0.000449467,0.000243403,5622.5,09:01:21,105,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,9,4,22,19,37,12,89358,5869,5311
0.999911,-0.459559,-2387.04,0,0.000177817,1,0.999866,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999911,0,0,0,0,0,0.652336,0,0,0.999922,-0.000177841,-1.11151e-005,0.183824,-1,-3.5,0.430248,0.000177841,8.89205e-005,0.9998,0.000355682,0.000111151,0.66636,-1,-1.68966,0.684955,0.000177841,0.000355682,0.999617,0.000889205,0.000294549,0.626149,-1,-1.73394,0.812871,0.000177841,0.000533523,0.999358,0.00106705,0.000552974,0.583065,-1,-1.78818,0.863312,0.000177841,0.00106705,0.999538,-0.000177841,0.000373049,0.840131,-1,-1.54701,0.854296,0.000177841,0.00106705,1.00014,-0.000533523,-0.000233764,0.869571,-1,-1.52849,0.341968,0.00204517,0.00106705,0.173077,0.596154,0.192308,0.0192308,0.0192308,0.0421053,0.242105,0.2,0.389474,0.126316,0,0,200000,725000,681250,634375,914062,974219,-0.999911,-0.999911,-4.50852e-005,-0.000199391,-0.000359807,-0.000592682,-0.000450691,0.000238708,5622.5,09:01:21,195,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,9,4,23,19,37,12,89358,5869,5311
0.999911,-0.643382,-3420.5,0,0.000177818,1,0.999868,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999911,0,0,0,0,0,0.652336,0,0,0.9999,-0.000177841,1.11151e-005,0.137868,-1,-5.66667,0.620165,0,8.89205e-005,0.999822,0.000355682,8.89205e-005,0.597426,-1,-2.07692,0.678859,0.000177841,0.000355682,0.999633,0.000533523,0.000277877,0.591682,-1,-2.08738,0.791914,0.000177841,0.000533523,0.999375,0.00106705,0.000536302,0.583065,-1,-2.10345,0.861255,0.000177841,0.00106705,0.999537,-0.000177841,0.000374439,0.83295,-1,-1.77241,0.855245,0.000177841,0.00106705,1.00014,-0.000444603,-0.000232027,0.865981,-1,-1.74295,0.342264,0.00204517,0.00106705,0.203704,0.574074,0.185185,0.0185185,0.0185185,0.0421053,0.252632,0.2,0.389474,0.115789,0,0,150000,650000,643750,634375,906250,946875,-0.999911,-0.999911,-8.97537e-005,-0.000191617,-0.000339328,-0.000592682,-0.00045565,0.000238002,5622.5,09:01:21,638,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,11,4,24,19,37,11,89358,5869,5311
0.999911,-0.643382,-3420.5,0,0.000177818,1,0.99987,0.5,0,0,0.999911,0,0,0,0,0,0.746098,0,0,0.999911,0,0,0,0,0,0.652336,0,0,0.999911,8.89205e-005,0,0.0229779,-1,-29,0.620165,0,0,0.999844,0.000355682,6.66904e-005,0.597426,-1,-2.07692,0.674795,0.000177841,0.000355682,0.99965,0.000533523,0.000261204,0.591682,-1,-2.08738,0.777943,0.000177841,0.000533523,0.999391,0.00106705,0.000519629,0.580193,-1,-2.10891,0.859885,0.000177841,0.00106705,0.999535,-0.000177841,0.000375828,0.824334,-1,-1.78049,0.855877,0.000177841,0.00106705,1.00014,-0.000533523,-0.000229943,0.865263,-1,-1.74357,0.342462,0.00204517,0.00106705,0.203704,0.574074,0.185185,0.0185185,0.0185185,0.0425532,0.255319,0.202128,0.393617,0.106383,0,0,25000,650000,643750,631250,896875,942969,-0.999911,-0.999911,8.39205e-005,-0.000191617,-0.000339328,-0.000589893,-0.000461342,0.000237978,5622.5,09:01:21,782,5623,3568,0,2.00703e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,11,4,24,19,37,10,89358,5869,5311
1.00009,-0.919118,-4970.22,-0.551471,0.000177818,1,0.999695,0.166667,-0.367647,0.00106477,1.00009,0,0,0.275735,1,-4.33333,0.746098,0,0,1.00009,0,0,0.137868,3,-7.66667,0.652336,0,0,1.00009,0,0,0.0689338,7,-14.3333,0.620165,0,0,1.00004,0.000355745,4.44682e-005,0.631893,-0.127273,-2.45455,0.672086,0.000177873,0.000355745,0.999844,0.000533618,0.000244575,0.505515,0.0909091,-2.81818,0.768628,0.000177873,0.000533618,0.999585,0.0009783,0.000504436,0.571576,-0.0351759,-2.60804,0.858971,0.000177873,0.00106724,0.999712,-0.000177873,0.000377285,0.824334,-0.33101,-2.11498,0.856299,0.000177873,0.00106724,1.00032,-0.000355745,-0.000228594,0.863827,-0.361596,-2.06401,0.342594,0.00204554,0.00106724,0.203704,0.574074,0.185185,0.0185185,0.0185185,0.0111111,0.255556,0.211111,0.411111,0.111111,0.499999,0.25,0.125,1.14583,0.916665,1.03646,1.49479,1.5664,-8.89363e-005,-8.89363e-005,-8.89363e-005,-0.000185958,-0.000272873,-0.0005725,-0.000462965,0.000235611,5622.5,09:01:22,28,5622,3574,6,2.01041e+008,337320,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,11,1,23,19,37,10,89354,5869,5311
1.00009,-1.01103,-5486.95,0,0.000177819,1,0.999697,0.5,0,0,1.00009,0,0,0.275735,-1,-4.66667,0.746098,0,0,1.00009,0,0,0.137868,-1,-8.33333,0.652336,0,0,1.00009,0,0,0.0689338,-1,-15.6667,0.620165,0,0,1.00007,0.000355745,2.22341e-005,0.585938,-1,-2.72549,0.670279,0.000177873,0.000355745,0.999861,0.000533618,0.000227899,0.49977,-1,-3.02299,0.762419,0.000177873,0.000533618,0.9996,0.0009783,0.00048915,0.568704,-1,-2.77778,0.858361,0.000177873,0.00106724,0.99971,-0.000177873,0.000378674,0.822898,-1,-2.22862,0.85658,0.000177873,0.00106724,1.00032,0,-0.000228594,0.854492,-1,-2.18319,0.342682,0.00204554,0.00106724,0.218182,0.563636,0.181818,0.0181818,0.0181818,0.0111111,0.255556,0.211111,0.411111,0.111111,300000,150000,75000,637500,543750,618750,895312,929687,-9.0603e-005,-9.0603e-005,-9.0603e-005,-0.000179715,-0.000268911,-0.000569577,-0.000464247,0.000236312,5622.5,09:01:22,559,5622,3574,0,2.01041e+008,0,5627,5626,5625,5624,5623,5622,5621,5620,5619,5618,1,1,10,31,12,1,23,19,37,10,89354,5869,5311
1.00009,1.28676,7366.36,-1.10294,0.000177819,1.00003,0.999522,0.666667,0.367647,0.00212578,1.00018,-0.000177904,-8.89521e-005,0.551471,1,1.33333,0.497398,0.000177904,0,1.00022,-0.000177904,-0.000133428,0.413603,1.66667,2.11111,0.43489,0.000177904,0,1.00024,-0.000177904,-0.000155666,0.206801,4.33333,5.22222,0.413443,0.000177904,0,1.00026,0.000177904,-0.000166785,0.528493,1.08696,1.43478,0.446853,0.000355809,0,1.00005,0.000355809,3.89166e-005,0.505515,1.18182,1.54545,0.674946,0.000355809,0.000355809,0.999792,0.000889521,0.000297434,0.585938,0.882353,1.19608,0.794463,0.000355809,0.000711617,0.999885,-0.000355809,0.000203617,0.830078,0.32872,0.550173,0.809149,0.000355809,0.000889521,1.00049,-0.000177904,-0.000405844,0.858801,0.284281,0.498328,0.323692,0.0022238,0.000889521,0.0689655,0.206897,0.534483,0.172414,0.0172414,0.185567,0.185567,0.381443,0.103093,0.14433,0.5,0.375,0.1875,0.479166,0.458333,0.53125,0.752604,0.778645,-5.93014e-005,-9.88357e-006,-9.88357e-006,1.16025e-005,-6.87357e-005,-0.000381971,-0.000285016,0.000411887,5621.5,09:01:22,896,5621,3586,12,2.01715e+008,674540,5626,5625,5624,5623,5622,5621,5620,5619,5618,5617,1,10,31,12,4,18,18,37,10,14,89358,5869,5311
1.00009,1.12782,6476.13,0,0.00017782,1.00003,0.999525,0.5,0,0,1.00009,-0.000177904,0,0.56391,-1,1,0.497398,0,0,1.00018,-0.000177904,-8.89521e-005,0.422932,-1,1.66667,0.289927,0.000177904,0,1.00022,-0.000177904,-0.000133428,0.211466,-1,4.33333,0.275629,0.000177904,0,1.00026,0,-0.000166785,0.246711,-1,3.57143,0.297902,0.000355809,0,1.00006,0.000355809,2.77975e-005,0.516917,-1,1.18182,0.616631,0.000355809,0.000355809,0.999803,0.000711617,0.000286315,0.587406,-1,0.92,0.751864,0.000355809,0.000711617,0.999883,-0.000355809,0.000206397,0.847333,-1,0.331023,0.777528,0.000355809,0.000889521,1.00049,-0.000177904,-0.000405149,0.870829,-1,0.29511,0.311033,0.0022238,0.000889521,0.101695,0.186441,0.525424,0.169492,0.0169492,0.185567,0.185567,0.381443,0.103093,0.14433,600000,450000,225000,262500,550000,625000,901562,934375,-6.01348e-005,-1.04392e-005,-1.04392e-005,9.71856e-005,-6.87926e-005,-0.000373624,-0.00028629,0.000413106,5621.5,09:01:23,68,5621,3586,0,2.01715e+008,0,5626,5625,5624,5623,5622,5621,5620,5619,5618,5617,1,10,31,11,6,18,18,37,10,14,89358,5869,5311
1.00009,1.21951,7002.64,0,0.00017782,1.00003,0.999528,0.5,0,0,1.00009,0,0,0,0,0,0.497398,0,0,1.00013,-0.000177904,-4.44761e-005,0.304878,-1,3,0.193285,0.000177904,0,1.0002,-0.000177904,-0.00011119,0.228659,-1,4.33333,0.183753,0.000177904,0,1.00025,-8.89521e-005,-0.000161226,0.266768,-1,3.57143,0.198601,0.000355809,0,1.00007,0.000355809,1.66785e-005,0.552591,-1,1.2069,0.577754,0.000355809,0.000355809,0.999814,0.000711617,0.000275196,0.635163,-1,0.92,0.723465,0.000355809,0.000711617,0.99988,-0.000355809,0.000209177,0.914634,-1,0.333333,0.756447,0.000355809,0.000889521,1.00049,-0.000355809,-0.000403759,0.91781,-1,0.32872,0.302593,0.0022238,0.000889521,0.101695,0.186441,0.525424,0.169492,0.0169492,0.185567,0.185567,0.381443,0.103093,0.14433,0,300000,225000,262500,543750,625000,900000,903125,-1.00009,-6.01348e-005,-1.04392e-005,9.71856e-005,-6.44711e-005,-0.000373624,-0.000287559,0.000416439,5621.5,09:01:23,580,5621,3586,0,2.01715e+008,0,5626,5625,5624,5623,5622,5621,5620,5619,5618,5617,1,10,31,11,6,18,18,37,10,14,89358,5869,5311
1.00009,1.16279,6676.74,0,0.000177821,1.00003,0.999532,0.5,0,0,1.00009,0,0,0,0,0,0.497398,0,0,1.00009,-0.000177904,0,0.290698,-1,3,0.193285,0,0,1.00018,-0.000177904,-8.89521e-005,0.218023,-1,4.33333,0.122502,0.000177904,0,1.00023,-0.000355809,-0.000138988,0.205911,-1,4.64706,0.132401,0.000355809,0,1.00008,0.000355809,5.55951e-006,0.52689,-1,1.2069,0.551836,0.000355809,0.000355809,0.999825,0.000711617,0.000264077,0.59048,-1,0.969231,0.704532,0.000355809,0.000711617,0.999877,-0.000355809,0.000211956,0.872093,-1,0.333333,0.742393,0.000355809,0.000889521,1.00049,-0.000533713,-0.000401675,0.867551,-1,0.340314,0.296967,0.0022238,0.000889521,0.1,0.2,0.516667,0.166667,0.0166667,0.185567,0.185567,0.381443,0.103093,0.14433,0,300000,225000,212500,543750,609375,900000,896875,-1.00009,-6.01348e-005,-1.04392e-005,5.72631e-005,-6.44711e-005,-0.000367238,-0.000287559,0.000416192,5621.5,09:01:23,945,5621,3586,0,2.01715e+008,0,5626,5625,5624,5623,5622,5621,5620,5619,5618,5617,1,10,31,12,6,18,18,37,10,14,89358,5869,5311
0.999911,1.23106,7058.52,0.189394,0.000177822,1,0.999713,0.5,0,0.000354296,0.999911,0,0,0.094697,1,12,0.497398,0,0,0.999911,0,0,0.0473485,3,25,0.193285,0,0,0.999978,-0.000177873,-6.67022e-005,0.236742,-0.2,4.2,0.0816678,0.000177873,0,1.00003,-0.000355745,-0.000116729,0.189394,0,5.5,0.0882672,0.000177873,0,0.999917,0.000355745,-5.55852e-006,0.520833,-0.636364,1.36364,0.534557,0.000355745,0.000355745,0.999658,0.000711491,0.000252913,0.550426,-0.655914,1.23656,0.69191,0.000355745,0.000711491,0.999696,-0.000355745,0.000214698,0.841915,-0.775044,0.462214,0.733024,0.000355745,0.000889363,1.00031,-0.000711491,-0.000398824,0.847834,-0.776614,0.452007,0.293216,0.00222341,0.000889363,0.0847458,0.20339,0.525424,0.169492,0.0169492,0.185567,0.185567,0.381443,0.103093,0.14433,0.499998,0.249999,1.24999,0.999995,2.74999,2.90624,4.44529,4.47654,8.89363e-005,8.89363e-005,0,3.33511e-005,-6.26597e-005,-0.000347139,-0.000297132,0.000415657,5621.5,09:01:24,222,5622,3588,2,2.01828e+008,112440,5626,5625,5624,5623,5622,5621,5620,5619,5618,5617,1,10,31,12,5,18,18,37,10,14,89358,5869,5311
